order_id,customer_id,order_date,promised_delivery_time,actual_delivery_time,delivery_status,order_total,payment_method,delivery_partner_id,store_id,Hour,Minute,Day,Day_Of_Week,Month,Week,Year
2268306684,66742602,2024-05-28 14:59:00,28-05-2024 15:11,28-05-2024 15:10,On Time,2991.57,Wallet,65733,6847,14,59,Tuesday,1,5,4,2024
6905293278,97259564,2024-06-16 10:23:00,16-06-2024 10:36,16-06-2024 11:02,Significantly Delayed,1404.68,Cash,53868,4187,10,23,Sunday,6,6,4,2024
1769493463,3292927,2024-06-26 07:13:00,26-06-2024 07:29,26-06-2024 07:24,On Time,2541.32,Wallet,22954,7071,7,13,Wednesday,2,6,4,2024
5003387344,26592009,2024-06-23 10:53:00,23-06-2024 11:05,23-06-2024 11:00,On Time,2475.69,Wallet,21004,7477,10,53,Sunday,6,6,4,2024
2064484752,89995124,2024-05-07 22:42:00,07-05-2024 23:00,07-05-2024 22:55,On Time,1949.92,Wallet,43022,1116,22,42,Tuesday,1,5,3,2024
964822979,88520326,2024-07-13 10:38:00,13-07-2024 10:49,13-07-2024 10:47,On Time,5804.23,Wallet,42914,7603,10,38,Saturday,5,7,4,2024
6037899648,22738465,2024-03-27 17:44:00,27-03-2024 18:00,27-03-2024 18:04,On Time,1231.03,Cash,59131,914,17,44,Wednesday,2,3,2,2024
9347571484,29562072,2024-11-02 17:15:00,02-11-2024 17:26,02-11-2024 17:39,Slightly Delayed,3138.06,Card,88612,9615,17,15,Saturday,5,11,7,2024
3286177534,10225164,2023-06-24 23:52:00,25-06-2023 00:09,25-06-2023 00:07,On Time,3612.26,Wallet,90038,6046,23,52,Saturday,5,6,4,2023
9073572548,97111069,2023-05-02 23:13:00,02-05-2023 23:25,02-05-2023 23:47,Significantly Delayed,1091.89,Card,28575,6542,23,13,Tuesday,1,5,3,2023
8395583761,1989720,2024-08-04 23:35:00,04-08-2024 23:53,04-08-2024 23:48,On Time,410.62,UPI,84816,5448,23,35,Sunday,6,8,5,2024
6355378227,67092149,2023-08-11 16:52:00,11-08-2023 17:06,11-08-2023 17:05,On Time,5019.02,UPI,23910,810,16,52,Friday,4,8,5,2023
277376321,89784343,2024-07-28 04:25:00,28-07-2024 04:45,28-07-2024 04:44,On Time,3694.48,Wallet,78589,3357,4,25,Sunday,6,7,5,2024
8559748526,45868300,2023-04-05 18:07:00,05-04-2023 18:27,05-04-2023 18:28,On Time,1152.09,Wallet,93002,2270,18,7,Wednesday,2,4,2,2023
1458051433,50760752,2024-04-26 09:14:00,26-04-2024 09:30,26-04-2024 09:26,On Time,1055.18,UPI,61040,7426,9,14,Friday,4,4,3,2024
5838302640,96795047,2023-05-12 05:46:00,12-05-2023 06:02,12-05-2023 06:09,Slightly Delayed,3377.44,UPI,30907,4242,5,46,Friday,4,5,3,2023
1380971977,16561710,2024-06-02 13:04:00,02-06-2024 13:21,02-06-2024 13:16,On Time,3117.74,Cash,52614,6655,13,4,Sunday,6,6,4,2024
1221099013,35156679,2023-07-23 10:45:00,23-07-2023 11:01,23-07-2023 11:03,On Time,4335.11,Wallet,60689,8589,10,45,Sunday,6,7,5,2023
6771166303,87718744,2023-07-24 04:21:00,24-07-2023 04:36,24-07-2023 04:48,Slightly Delayed,816.38,Wallet,98179,2820,4,21,Monday,0,7,5,2023
7111337755,10524732,2023-05-06 05:52:00,06-05-2023 06:07,06-05-2023 06:04,On Time,1550.71,Cash,84833,4083,5,52,Saturday,5,5,3,2023
5562922993,62416456,2023-12-06 02:04:00,06-12-2023 02:14,06-12-2023 02:17,On Time,2292.64,Wallet,73904,418,2,4,Wednesday,2,12,7,2023
5630957897,69925688,2024-06-18 07:17:00,18-06-2024 07:32,18-06-2024 07:36,On Time,827.44,Wallet,14408,468,7,17,Tuesday,1,6,4,2024
1787380558,5140660,2023-11-08 17:24:00,08-11-2023 17:43,08-11-2023 17:45,On Time,2066.77,Cash,95835,862,17,24,Wednesday,2,11,7,2023
32613017,82594354,2023-03-17 00:20:00,17-03-2023 00:36,17-03-2023 00:36,On Time,2354.28,Card,77303,3364,0,20,Friday,4,3,2,2023
2039041670,88324928,2024-11-01 09:45:00,01-11-2024 10:05,01-11-2024 10:20,Slightly Delayed,96.33,Wallet,31963,1003,9,45,Friday,4,11,7,2024
210693801,71235336,2024-08-21 03:59:00,21-08-2024 04:10,21-08-2024 04:12,On Time,3561.22,UPI,14789,4184,3,59,Wednesday,2,8,5,2024
8120002258,57833505,2024-01-01 00:05:00,01-01-2024 00:15,01-01-2024 00:11,On Time,1213.05,Card,61526,6830,0,5,Monday,0,1,1,2024
2177917034,12402437,2024-02-08 20:03:00,08-02-2024 20:16,08-02-2024 20:25,Slightly Delayed,3134.8,Card,75636,4829,20,3,Thursday,3,2,1,2024
4254814926,59890331,2024-04-21 06:14:00,21-04-2024 06:34,21-04-2024 06:33,On Time,3818.33,Wallet,1761,7830,6,14,Sunday,6,4,3,2024
6074172790,14944819,2023-07-26 02:15:00,26-07-2023 02:26,26-07-2023 02:30,On Time,2008.84,Wallet,3481,4057,2,15,Wednesday,2,7,5,2023
3381573131,67386193,2024-07-16 00:33:00,16-07-2024 00:47,16-07-2024 00:42,On Time,114.52,Cash,50582,7456,0,33,Tuesday,1,7,5,2024
3773745777,67701771,2024-05-02 14:40:00,02-05-2024 14:58,02-05-2024 14:58,On Time,1488.19,Card,97135,8100,14,40,Thursday,3,5,3,2024
9251939156,89910157,2023-12-30 12:39:00,30-12-2023 12:51,30-12-2023 12:58,Slightly Delayed,891.6,Cash,57095,7206,12,39,Saturday,5,12,8,2023
3872982303,15484407,2024-02-03 01:04:00,03-02-2024 01:24,03-02-2024 01:25,On Time,1779.45,Wallet,60234,7886,1,4,Saturday,5,2,1,2024
2625987757,10769994,2023-08-01 07:42:00,01-08-2023 07:54,01-08-2023 07:56,On Time,169.88,UPI,51273,4569,7,42,Tuesday,1,8,5,2023
3162249401,85519349,2024-05-03 13:21:00,03-05-2024 13:31,03-05-2024 13:31,On Time,4406.98,Cash,47552,2221,13,21,Friday,4,5,3,2024
3108986741,49241309,2023-10-17 19:29:00,17-10-2023 19:43,17-10-2023 19:44,On Time,2401.92,Wallet,60867,6530,19,29,Tuesday,1,10,6,2023
1851474741,23348269,2023-11-01 13:29:00,01-11-2023 13:42,01-11-2023 13:51,Slightly Delayed,3742.79,Card,12879,8735,13,29,Wednesday,2,11,7,2023
2425099132,85016568,2023-08-15 01:15:00,15-08-2023 01:30,15-08-2023 01:34,On Time,2498.22,Wallet,44245,4794,1,15,Tuesday,1,8,5,2023
6706793332,6247821,2024-10-09 21:50:00,09-10-2024 22:04,09-10-2024 22:16,Slightly Delayed,949.75,UPI,76503,8271,21,50,Wednesday,2,10,6,2024
2149289255,57579640,2024-11-01 15:00:00,01-11-2024 15:20,01-11-2024 15:39,Significantly Delayed,2687.31,Cash,25251,7315,15,0,Friday,4,11,7,2024
1971008155,2457734,2023-10-23 22:23:00,23-10-2023 22:43,23-10-2023 22:39,On Time,1866.01,Cash,30330,5472,22,23,Monday,0,10,7,2023
2087093460,59329145,2024-07-11 11:31:00,11-07-2024 11:42,11-07-2024 11:41,On Time,4198.33,Card,27478,2176,11,31,Thursday,3,7,4,2024
2116712588,24043135,2023-11-11 20:33:00,11-11-2023 20:48,11-11-2023 20:51,On Time,44.35,Wallet,34078,6552,20,33,Saturday,5,11,7,2023
6054358790,59216664,2024-01-26 10:11:00,26-01-2024 10:31,26-01-2024 10:26,On Time,3217.7,Wallet,52564,1880,10,11,Friday,4,1,1,2024
532660797,41008070,2024-05-20 06:25:00,20-05-2024 06:37,20-05-2024 06:51,Slightly Delayed,2683.73,UPI,97547,2245,6,25,Monday,0,5,3,2024
1491991005,52215833,2024-03-04 08:49:00,04-03-2024 09:01,04-03-2024 09:01,On Time,3472.55,Wallet,85285,3036,8,49,Monday,0,3,2,2024
4136019599,74179536,2024-03-23 18:38:00,23-03-2024 18:52,23-03-2024 18:55,On Time,1131.05,Wallet,34667,6564,18,38,Saturday,5,3,2,2024
2122832513,55028958,2024-02-17 19:48:00,17-02-2024 19:58,17-02-2024 20:18,Significantly Delayed,2037.94,UPI,39396,5245,19,48,Saturday,5,2,1,2024
3717703595,88965399,2023-04-24 21:33:00,24-04-2023 21:52,24-04-2023 21:51,On Time,1756.7,Card,8041,7309,21,33,Monday,0,4,3,2023
3194733693,21866852,2023-07-05 10:13:00,05-07-2023 10:30,05-07-2023 10:37,Slightly Delayed,2552.88,UPI,16623,9112,10,13,Wednesday,2,7,4,2023
4471162437,27971619,2024-02-06 12:38:00,06-02-2024 12:52,06-02-2024 12:52,On Time,3355.65,Card,54708,9226,12,38,Tuesday,1,2,1,2024
1609331948,8791577,2024-01-04 14:06:00,04-01-2024 14:19,04-01-2024 14:19,On Time,3648.36,UPI,58721,2696,14,6,Thursday,3,1,1,2024
6920030794,70372270,2024-06-24 02:37:00,24-06-2024 02:51,24-06-2024 02:49,On Time,2936.64,UPI,38745,1394,2,37,Monday,0,6,4,2024
5127172657,32293017,2024-06-11 18:11:00,11-06-2024 18:30,11-06-2024 18:50,Significantly Delayed,2185.5,Cash,80034,288,18,11,Tuesday,1,6,4,2024
8607115856,15931134,2023-10-09 04:42:00,09-10-2023 04:52,09-10-2023 04:49,On Time,739.34,UPI,85718,3015,4,42,Monday,0,10,6,2023
7154957395,60700850,2023-04-09 10:10:00,09-04-2023 10:21,09-04-2023 10:21,On Time,2696.84,Wallet,63099,1915,10,10,Sunday,6,4,2,2023
2070762702,34761418,2023-10-04 10:20:00,04-10-2023 10:37,04-10-2023 10:52,Slightly Delayed,2457.2,Cash,64950,5593,10,20,Wednesday,2,10,6,2023
3697242439,99361865,2024-10-15 12:30:00,15-10-2024 12:47,15-10-2024 12:46,On Time,2179.49,Cash,67408,4528,12,30,Tuesday,1,10,6,2024
3063427913,75984768,2023-09-21 02:17:00,21-09-2023 02:34,21-09-2023 02:37,On Time,4419.03,Card,24100,1492,2,17,Thursday,3,9,6,2023
2060061337,29272253,2023-04-15 22:56:00,15-04-2023 23:10,15-04-2023 23:22,Slightly Delayed,3041.62,Wallet,50748,4851,22,56,Saturday,5,4,3,2023
4625892678,80371626,2023-06-18 19:23:00,18-06-2023 19:35,18-06-2023 19:39,On Time,3166.49,Wallet,40337,2018,19,23,Sunday,6,6,4,2023
6045698170,666589,2024-01-24 17:03:00,24-01-2024 17:14,24-01-2024 17:19,On Time,222.15,UPI,16848,3220,17,3,Wednesday,2,1,1,2024
7876289647,98858383,2024-08-07 07:55:00,07-08-2024 08:06,07-08-2024 08:18,Slightly Delayed,3218.62,UPI,28786,9606,7,55,Wednesday,2,8,5,2024
3434084714,46836361,2024-02-02 02:54:00,02-02-2024 03:06,02-02-2024 03:04,On Time,1179.41,Cash,58201,5513,2,54,Friday,4,2,1,2024
9031695663,94730288,2024-01-17 01:23:00,17-01-2024 01:35,17-01-2024 01:41,Slightly Delayed,2316.01,Card,43200,5551,1,23,Wednesday,2,1,1,2024
1955989715,77862447,2023-12-27 06:52:00,27-12-2023 07:06,27-12-2023 07:08,On Time,1931.35,Wallet,8135,6276,6,52,Wednesday,2,12,8,2023
3459500455,16379942,2023-12-18 00:37:00,18-12-2023 00:52,18-12-2023 00:54,On Time,2581.78,UPI,20504,6348,0,37,Monday,0,12,8,2023
5953376503,79169760,2024-05-25 03:53:00,25-05-2024 04:08,25-05-2024 04:24,Significantly Delayed,650.2,Wallet,34929,3686,3,53,Saturday,5,5,3,2024
121874867,94529626,2023-03-28 00:53:00,28-03-2023 01:10,28-03-2023 01:05,On Time,2596.92,UPI,69733,7775,0,53,Tuesday,1,3,2,2023
2460545397,42872865,2024-10-27 11:26:00,27-10-2024 11:38,27-10-2024 11:49,Slightly Delayed,474.34,Wallet,50527,7031,11,26,Sunday,6,10,7,2024
9690050839,55803572,2024-01-13 02:34:00,13-01-2024 02:44,13-01-2024 02:49,On Time,2551.93,Wallet,76868,3949,2,34,Saturday,5,1,1,2024
2574349065,51547198,2024-04-17 14:33:00,17-04-2024 14:43,17-04-2024 14:44,On Time,4476.55,Wallet,406,7690,14,33,Wednesday,2,4,3,2024
2461936988,14428954,2023-07-20 23:11:00,20-07-2023 23:29,20-07-2023 23:48,Significantly Delayed,4196.95,Cash,77590,9647,23,11,Thursday,3,7,5,2023
6447596416,76987910,2023-10-08 18:18:00,08-10-2023 18:30,08-10-2023 18:26,On Time,4965.12,Card,45656,494,18,18,Sunday,6,10,6,2023
7228452275,42262168,2023-05-13 01:06:00,13-05-2023 01:25,13-05-2023 01:25,On Time,326.42,Card,96211,9542,1,6,Saturday,5,5,3,2023
6696750742,5277675,2023-04-02 17:43:00,02-04-2023 17:54,02-04-2023 17:54,On Time,2509.56,Wallet,89976,8222,17,43,Sunday,6,4,2,2023
822235931,44410149,2023-08-09 07:17:00,09-08-2023 07:27,09-08-2023 07:42,Slightly Delayed,4866.15,Wallet,1773,639,7,17,Wednesday,2,8,5,2023
7678251499,17805991,2023-04-23 13:27:00,23-04-2023 13:37,23-04-2023 13:42,On Time,3141.37,Cash,60822,3427,13,27,Sunday,6,4,3,2023
2497341976,9097480,2023-09-21 09:06:00,21-09-2023 09:19,21-09-2023 09:20,On Time,3414.57,Wallet,42711,788,9,6,Thursday,3,9,6,2023
9107314128,79591237,2024-05-20 16:19:00,20-05-2024 16:37,20-05-2024 16:36,On Time,545.49,Wallet,21125,6660,16,19,Monday,0,5,3,2024
9855726256,8651281,2023-05-17 07:50:00,17-05-2023 08:05,17-05-2023 08:03,On Time,479.57,Card,59743,1416,7,50,Wednesday,2,5,3,2023
9398719862,14991661,2024-07-19 09:22:00,19-07-2024 09:40,19-07-2024 09:44,On Time,4255.0,Card,4852,9455,9,22,Friday,4,7,5,2024
379494532,9650263,2024-07-07 13:29:00,07-07-2024 13:42,07-07-2024 13:44,On Time,3609.27,UPI,99227,2058,13,29,Sunday,6,7,4,2024
1048784963,58942207,2023-09-07 13:18:00,07-09-2023 13:35,07-09-2023 13:30,On Time,1159.84,Card,35552,2538,13,18,Thursday,3,9,6,2023
4386246924,69632084,2024-08-27 10:06:00,27-08-2024 10:26,27-08-2024 10:52,Significantly Delayed,2026.78,Card,56384,9593,10,6,Tuesday,1,8,5,2024
2050362692,79991320,2024-10-30 11:23:00,30-10-2024 11:36,30-10-2024 11:39,On Time,2363.42,Cash,16076,2265,11,23,Wednesday,2,10,7,2024
4142963293,34567918,2024-11-03 03:45:00,03-11-2024 04:04,03-11-2024 04:07,On Time,3686.26,Cash,74308,9263,3,45,Sunday,6,11,7,2024
9753528654,61522288,2024-07-26 07:24:00,26-07-2024 07:35,26-07-2024 07:33,On Time,109.03,Cash,63454,8771,7,24,Friday,4,7,5,2024
8126970833,14161586,2024-09-14 20:27:00,14-09-2024 20:41,14-09-2024 21:07,Significantly Delayed,4398.35,Wallet,83636,8350,20,27,Saturday,5,9,6,2024
9747814712,16359370,2023-12-16 15:38:00,16-12-2023 15:52,16-12-2023 15:55,On Time,2333.7,Wallet,33342,8165,15,38,Saturday,5,12,8,2023
6281619403,77921718,2023-04-09 18:56:00,09-04-2023 19:15,09-04-2023 19:10,On Time,3374.44,UPI,12086,5214,18,56,Sunday,6,4,2,2023
436184281,78614729,2023-11-20 12:36:00,20-11-2023 12:55,20-11-2023 13:22,Significantly Delayed,3147.92,Card,59936,2749,12,36,Monday,0,11,7,2023
9799231260,22077605,2024-03-07 08:59:00,07-03-2024 09:17,07-03-2024 09:21,On Time,872.83,Wallet,58378,7812,8,59,Thursday,3,3,2,2024
4071811527,66023110,2023-07-26 15:38:00,26-07-2023 15:51,26-07-2023 16:00,Slightly Delayed,1872.01,Card,27993,100,15,38,Wednesday,2,7,5,2023
5645359563,87160527,2024-08-08 23:28:00,08-08-2024 23:45,08-08-2024 23:40,On Time,2624.29,Card,45180,8474,23,28,Thursday,3,8,5,2024
9411813703,62600289,2023-09-25 22:56:00,25-09-2023 23:11,25-09-2023 23:16,On Time,4433.0,Wallet,32773,5238,22,56,Monday,0,9,6,2023
4270217473,54580166,2024-02-01 08:48:00,01-02-2024 09:02,01-02-2024 09:02,On Time,505.5,Cash,4904,9867,8,48,Thursday,3,2,1,2024
279851011,12967305,2023-04-11 09:45:00,11-04-2023 09:58,11-04-2023 09:57,On Time,3495.33,Card,73623,6199,9,45,Tuesday,1,4,3,2023
6260524887,57081917,2024-06-01 06:43:00,01-06-2024 07:00,01-06-2024 06:56,On Time,2457.11,Card,22883,3322,6,43,Saturday,5,6,4,2024
5853998391,94453274,2023-09-08 02:48:00,08-09-2023 02:58,08-09-2023 02:55,On Time,949.22,Wallet,23606,364,2,48,Friday,4,9,6,2023
9931976872,8955057,2024-06-24 05:17:00,24-06-2024 05:32,24-06-2024 05:28,On Time,2487.83,Wallet,97297,9676,5,17,Monday,0,6,4,2024
8432209832,90346920,2024-03-20 03:24:00,20-03-2024 03:42,20-03-2024 03:54,Slightly Delayed,3835.31,Wallet,18907,9981,3,24,Wednesday,2,3,2,2024
6023721507,8791577,2024-04-07 00:19:00,07-04-2024 00:36,07-04-2024 00:35,On Time,1849.03,UPI,72197,158,0,19,Sunday,6,4,2,2024
3042338919,76212152,2023-05-17 14:52:00,17-05-2023 15:05,17-05-2023 15:02,On Time,2765.06,Wallet,70995,6827,14,52,Wednesday,2,5,3,2023
233646065,16379942,2023-09-19 22:28:00,19-09-2023 22:43,19-09-2023 22:48,On Time,578.85,Wallet,56968,2400,22,28,Tuesday,1,9,6,2023
9870610018,94033330,2024-02-08 05:23:00,08-02-2024 05:36,08-02-2024 05:35,On Time,478.79,Card,44706,2918,5,23,Thursday,3,2,1,2024
1398230967,46876240,2024-04-22 09:58:00,22-04-2024 10:13,22-04-2024 10:09,On Time,1186.66,Card,92744,7040,9,58,Monday,0,4,3,2024
8615488922,92209869,2023-11-04 00:06:00,04-11-2023 00:21,04-11-2023 00:42,Significantly Delayed,3803.34,Card,1328,9406,0,6,Saturday,5,11,7,2023
2748841057,33544355,2023-12-30 05:03:00,30-12-2023 05:19,30-12-2023 05:43,Significantly Delayed,1587.18,Card,11008,1719,5,3,Saturday,5,12,8,2023
1375867721,4862761,2024-07-15 16:57:00,15-07-2024 17:08,15-07-2024 17:05,On Time,2244.24,Cash,21511,548,16,57,Monday,0,7,5,2024
8595141097,96511007,2024-03-31 10:24:00,31-03-2024 10:36,31-03-2024 10:39,On Time,3385.77,UPI,19332,9568,10,24,Sunday,6,3,2,2024
4673382071,21784094,2024-01-16 13:25:00,16-01-2024 13:40,16-01-2024 13:49,Slightly Delayed,1479.69,UPI,97477,9551,13,25,Tuesday,1,1,1,2024
2948696008,51872499,2024-04-10 10:05:00,10-04-2024 10:22,10-04-2024 10:19,On Time,3103.41,Cash,89164,843,10,5,Wednesday,2,4,3,2024
6839692624,64497538,2023-11-19 01:53:00,19-11-2023 02:10,19-11-2023 02:35,Significantly Delayed,4464.84,Cash,44627,1835,1,53,Sunday,6,11,7,2023
5770951298,75510747,2023-10-02 18:09:00,02-10-2023 18:23,02-10-2023 18:21,On Time,957.11,UPI,4946,8044,18,9,Monday,0,10,6,2023
5084771819,6344345,2024-08-29 21:54:00,29-08-2024 22:05,29-08-2024 22:18,Slightly Delayed,1207.68,Cash,66403,5500,21,54,Thursday,3,8,5,2024
422403644,56548063,2023-05-27 23:26:00,27-05-2023 23:46,27-05-2023 23:54,Slightly Delayed,2331.5,UPI,23782,4684,23,26,Saturday,5,5,3,2023
7176758896,18394558,2023-07-13 12:50:00,13-07-2023 13:00,13-07-2023 13:01,On Time,2640.24,Cash,75492,2866,12,50,Thursday,3,7,4,2023
8252905093,42589311,2024-04-21 23:13:00,21-04-2024 23:29,21-04-2024 23:30,On Time,2315.77,Card,40596,7934,23,13,Sunday,6,4,3,2024
1488561572,75928073,2024-08-27 08:18:00,27-08-2024 08:32,27-08-2024 08:31,On Time,4053.52,Cash,31495,3970,8,18,Tuesday,1,8,5,2024
6212984517,72702075,2024-03-16 21:47:00,16-03-2024 22:05,16-03-2024 22:03,On Time,1388.01,UPI,15665,6591,21,47,Saturday,5,3,2,2024
6309784337,26250082,2024-05-06 17:37:00,06-05-2024 17:53,06-05-2024 17:53,On Time,1905.92,Card,23009,396,17,37,Monday,0,5,3,2024
4613890018,53538932,2023-10-24 12:43:00,24-10-2023 13:00,24-10-2023 13:00,On Time,1545.79,Wallet,82638,8307,12,43,Tuesday,1,10,7,2023
3429728472,64017365,2023-03-31 08:31:00,31-03-2023 08:48,31-03-2023 08:57,Slightly Delayed,4138.27,Cash,77476,2104,8,31,Friday,4,3,2,2023
267738904,63368244,2023-10-24 23:10:00,24-10-2023 23:24,24-10-2023 23:38,Slightly Delayed,3596.07,Card,73022,8030,23,10,Tuesday,1,10,7,2023
3850416839,57081917,2024-07-01 02:05:00,01-07-2024 02:23,01-07-2024 02:36,Slightly Delayed,5490.94,UPI,32659,8131,2,5,Monday,0,7,4,2024
3412702479,86479284,2023-12-24 07:32:00,24-12-2023 07:46,24-12-2023 07:51,On Time,2344.83,Cash,35140,2577,7,32,Sunday,6,12,8,2023
2016183232,44928499,2023-07-19 04:15:00,19-07-2023 04:35,19-07-2023 04:46,Slightly Delayed,1934.43,Card,38755,5767,4,15,Wednesday,2,7,5,2023
3810280204,84361534,2023-10-26 17:52:00,26-10-2023 18:06,26-10-2023 18:10,On Time,2956.37,Wallet,70290,480,17,52,Thursday,3,10,7,2023
2416767295,767523,2024-07-05 03:36:00,05-07-2024 03:50,05-07-2024 03:59,Slightly Delayed,2358.76,Card,28144,39,3,36,Friday,4,7,4,2024
2283439407,46623192,2023-07-14 02:18:00,14-07-2023 02:28,14-07-2023 02:32,On Time,1216.8,UPI,58922,2848,2,18,Friday,4,7,4,2023
4328802292,9738801,2023-06-14 19:43:00,14-06-2023 19:57,14-06-2023 20:15,Significantly Delayed,1926.12,Cash,66985,1268,19,43,Wednesday,2,6,4,2023
7072715691,74195536,2023-12-25 19:14:00,25-12-2023 19:28,25-12-2023 19:29,On Time,2120.77,Cash,82046,3755,19,14,Monday,0,12,8,2023
5640741373,90298394,2024-05-10 06:46:00,10-05-2024 06:57,10-05-2024 06:57,On Time,765.76,Card,20090,3383,6,46,Friday,4,5,3,2024
6931094066,17159117,2023-11-15 21:59:00,15-11-2023 22:18,15-11-2023 22:14,On Time,2802.27,Card,66225,7331,21,59,Wednesday,2,11,7,2023
3417088709,62629494,2024-05-30 17:24:00,30-05-2024 17:37,30-05-2024 17:58,Significantly Delayed,912.29,UPI,63738,2101,17,24,Thursday,3,5,4,2024
4424404315,9274874,2023-07-16 07:24:00,16-07-2023 07:36,16-07-2023 07:40,On Time,494.48,Wallet,8506,1950,7,24,Sunday,6,7,4,2023
2444087306,56250563,2023-07-28 08:25:00,28-07-2023 08:35,28-07-2023 08:37,On Time,2440.73,Wallet,75692,5429,8,25,Friday,4,7,5,2023
486085268,51040116,2023-12-11 19:39:00,11-12-2023 19:51,11-12-2023 19:56,On Time,4749.99,UPI,90390,4690,19,39,Monday,0,12,8,2023
1731312620,49795571,2023-05-08 20:32:00,08-05-2023 20:42,08-05-2023 20:41,On Time,843.21,Wallet,75316,1309,20,32,Monday,0,5,3,2023
6475582506,82529927,2023-09-23 04:50:00,23-09-2023 05:01,23-09-2023 05:05,On Time,3895.25,Wallet,52304,2425,4,50,Saturday,5,9,6,2023
1868581378,93198324,2024-03-29 18:27:00,29-03-2024 18:43,29-03-2024 18:47,On Time,2065.81,Card,38861,6383,18,27,Friday,4,3,2,2024
8884235937,20298398,2024-08-09 11:51:00,09-08-2024 12:01,09-08-2024 12:09,Slightly Delayed,1655.6,UPI,81977,8826,11,51,Friday,4,8,5,2024
4590662628,87200291,2024-01-10 11:48:00,10-01-2024 12:02,10-01-2024 12:17,Slightly Delayed,3148.95,Cash,18200,5462,11,48,Wednesday,2,1,1,2024
992302540,32203588,2023-11-26 21:32:00,26-11-2023 21:51,26-11-2023 21:54,On Time,198.72,Wallet,12863,956,21,32,Sunday,6,11,7,2023
